namespace,schema_sha256,quiz_task_uuid,task_url,tua_uuid,article_batch_name,article_number,article_filename,article_sha256,article_text_length,destination,task_redundancy,taskrun_count,quiz_taskrun_uuid,contributor_uuid,created,finish_time,elapsed_seconds,topic_name,question_label,question_text,answer_label,answer_content,answer_uuid,submitted_tua_uuid,answer_text,case_number,highlight_count,start_pos,end_pos,target_text
Language2022_03_17_Training_v2,ac6e2782162927721b03846726b0087bd0e1d1305020e7ee56cbf4498272e410,157471f4-6239-40e7-9394-e0465d1c6e71,https://pe.goodlylabs.org/project/TrainingTask_Language/task/8436,4a73ff4a-017b-479d-b202-f0a99cf6b699,Covid2Articles/white-house-physician-president-trump-will-carry-out-duties_GS2022_06_22.txt,530711968,white-house-physician-president-trump-will-carry-out-duties.txt,371b4c41af48dbc0ae7ef3333945f2f7a3ce168a5d86b334175ea7ed3c158de3,2163,PYBOSSA,999,15,d298e9d6-56e2-4ef0-b0ac-ba71908024ab,9cd77c90-dc74-4cdb-895f-efee2d28735c,2022-07-09 15:10:56.070822,2022-07-09 15:13:13.473922,137.4031,Language Specialist V4,T1.Q1,Which of the following appears in the bolded text to the left? Check all that apply and highlight each corresponding passage in the bolded text.,T1.Q1.A1,Metaphorical Language,b7fc49d9-0b03-440d-bd81-fe0faf61d9ec,e8e6d9cc-416c-4534-b7db-526fec5683ae,Metaphorical Language,1,2,1476,1491,Doomsday Planes
Language2022_03_17_Training_v2,ac6e2782162927721b03846726b0087bd0e1d1305020e7ee56cbf4498272e410,157471f4-6239-40e7-9394-e0465d1c6e71,https://pe.goodlylabs.org/project/TrainingTask_Language/task/8436,4a73ff4a-017b-479d-b202-f0a99cf6b699,Covid2Articles/white-house-physician-president-trump-will-carry-out-duties_GS2022_06_22.txt,530711968,white-house-physician-president-trump-will-carry-out-duties.txt,371b4c41af48dbc0ae7ef3333945f2f7a3ce168a5d86b334175ea7ed3c158de3,2163,PYBOSSA,999,15,d298e9d6-56e2-4ef0-b0ac-ba71908024ab,9cd77c90-dc74-4cdb-895f-efee2d28735c,2022-07-09 15:10:56.070822,2022-07-09 15:13:13.473922,137.4031,Language Specialist V4,T1.Q1,Which of the following appears in the bolded text to the left? Check all that apply and highlight each corresponding passage in the bolded text.,T1.Q1.A1,Metaphorical Language,b7fc49d9-0b03-440d-bd81-fe0faf61d9ec,e8e6d9cc-416c-4534-b7db-526fec5683ae,Metaphorical Language,1,2,1605,1620,doomsday planes
Language2022_03_17_Training_v2,ac6e2782162927721b03846726b0087bd0e1d1305020e7ee56cbf4498272e410,157471f4-6239-40e7-9394-e0465d1c6e71,https://pe.goodlylabs.org/project/TrainingTask_Language/task/8436,4a73ff4a-017b-479d-b202-f0a99cf6b699,Covid2Articles/white-house-physician-president-trump-will-carry-out-duties_GS2022_06_22.txt,530711968,white-house-physician-president-trump-will-carry-out-duties.txt,371b4c41af48dbc0ae7ef3333945f2f7a3ce168a5d86b334175ea7ed3c158de3,2163,PYBOSSA,999,15,d298e9d6-56e2-4ef0-b0ac-ba71908024ab,9cd77c90-dc74-4cdb-895f-efee2d28735c,2022-07-09 15:10:56.070822,2022-07-09 15:13:13.473922,137.4031,Language Specialist V4,T1.Q2,"The use of metaphorical language (e.g., metaphors of war, disease, infection, invasion, alien, decay, etc) is....",T1.Q2.A4,Mildly inappropriate,a29a015f-458f-49a5-adb7-ea5b9f3dee3b,0b42beed-ec9e-4c79-a722-77144046eab2,Mildly inappropriate,0,0,0,0,
Language2022_03_17_Training_v2,ac6e2782162927721b03846726b0087bd0e1d1305020e7ee56cbf4498272e410,157471f4-6239-40e7-9394-e0465d1c6e71,https://pe.goodlylabs.org/project/TrainingTask_Language/task/8436,4a73ff4a-017b-479d-b202-f0a99cf6b699,Covid2Articles/white-house-physician-president-trump-will-carry-out-duties_GS2022_06_22.txt,530711968,white-house-physician-president-trump-will-carry-out-duties.txt,371b4c41af48dbc0ae7ef3333945f2f7a3ce168a5d86b334175ea7ed3c158de3,2163,PYBOSSA,999,15,d298e9d6-56e2-4ef0-b0ac-ba71908024ab,9cd77c90-dc74-4cdb-895f-efee2d28735c,2022-07-09 15:10:56.070822,2022-07-09 15:13:13.473922,137.4031,Language Specialist V4,T1.Q14,"Does the bolded passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",T1.Q14.A1,Nope,d522dea5-0299-4c33-b7ed-5c8b3e00f1d2,832a47e8-f1e0-41c5-a9c7-023fb14c7af7,Nope,0,0,0,0,
Language2022_03_17_Training_v2,ac6e2782162927721b03846726b0087bd0e1d1305020e7ee56cbf4498272e410,157471f4-6239-40e7-9394-e0465d1c6e71,https://pe.goodlylabs.org/project/TrainingTask_Language/task/8436,4a73ff4a-017b-479d-b202-f0a99cf6b699,Covid2Articles/white-house-physician-president-trump-will-carry-out-duties_GS2022_06_22.txt,530711968,white-house-physician-president-trump-will-carry-out-duties.txt,371b4c41af48dbc0ae7ef3333945f2f7a3ce168a5d86b334175ea7ed3c158de3,2163,PYBOSSA,999,15,fb3cec1c-a383-45cd-9112-f26c3054b4f6,4b9034dc-50d4-4bdb-9f79-6de0ba4bb678,2022-07-09 15:30:21.769638,2022-07-09 15:31:21.656743,59.887105,Language Specialist V4,T1.Q1,Which of the following appears in the bolded text to the left? Check all that apply and highlight each corresponding passage in the bolded text.,T1.Q1.A1,Metaphorical Language,b7fc49d9-0b03-440d-bd81-fe0faf61d9ec,bc9421ea-ef15-4b0b-a1f4-6a014ce12f91,Metaphorical Language,1,1,1476,1491,Doomsday Planes
Language2022_03_17_Training_v2,ac6e2782162927721b03846726b0087bd0e1d1305020e7ee56cbf4498272e410,157471f4-6239-40e7-9394-e0465d1c6e71,https://pe.goodlylabs.org/project/TrainingTask_Language/task/8436,4a73ff4a-017b-479d-b202-f0a99cf6b699,Covid2Articles/white-house-physician-president-trump-will-carry-out-duties_GS2022_06_22.txt,530711968,white-house-physician-president-trump-will-carry-out-duties.txt,371b4c41af48dbc0ae7ef3333945f2f7a3ce168a5d86b334175ea7ed3c158de3,2163,PYBOSSA,999,15,fb3cec1c-a383-45cd-9112-f26c3054b4f6,4b9034dc-50d4-4bdb-9f79-6de0ba4bb678,2022-07-09 15:30:21.769638,2022-07-09 15:31:21.656743,59.887105,Language Specialist V4,T1.Q1,Which of the following appears in the bolded text to the left? Check all that apply and highlight each corresponding passage in the bolded text.,T1.Q1.A2,Exaggeration,b6db58d0-7d18-4644-96fb-3a2b813cf534,2bec6724-4207-48f2-91bd-56daad70d7fd,Exaggeration,1,1,1567,1589,Without being dramatic
Language2022_03_17_Training_v2,ac6e2782162927721b03846726b0087bd0e1d1305020e7ee56cbf4498272e410,157471f4-6239-40e7-9394-e0465d1c6e71,https://pe.goodlylabs.org/project/TrainingTask_Language/task/8436,4a73ff4a-017b-479d-b202-f0a99cf6b699,Covid2Articles/white-house-physician-president-trump-will-carry-out-duties_GS2022_06_22.txt,530711968,white-house-physician-president-trump-will-carry-out-duties.txt,371b4c41af48dbc0ae7ef3333945f2f7a3ce168a5d86b334175ea7ed3c158de3,2163,PYBOSSA,999,15,fb3cec1c-a383-45cd-9112-f26c3054b4f6,4b9034dc-50d4-4bdb-9f79-6de0ba4bb678,2022-07-09 15:30:21.769638,2022-07-09 15:31:21.656743,59.887105,Language Specialist V4,T1.Q1,Which of the following appears in the bolded text to the left? Check all that apply and highlight each corresponding passage in the bolded text.,T1.Q1.A11,Other unnecessary or misleading coloring of language,00b3f2ed-ad9e-4e42-8c8a-5354abdddc03,9578d03a-692c-4011-b818-de0c94b726c4,Other unnecessary or misleading coloring of language,1,1,1567,1589,Without being dramatic
Language2022_03_17_Training_v2,ac6e2782162927721b03846726b0087bd0e1d1305020e7ee56cbf4498272e410,157471f4-6239-40e7-9394-e0465d1c6e71,https://pe.goodlylabs.org/project/TrainingTask_Language/task/8436,4a73ff4a-017b-479d-b202-f0a99cf6b699,Covid2Articles/white-house-physician-president-trump-will-carry-out-duties_GS2022_06_22.txt,530711968,white-house-physician-president-trump-will-carry-out-duties.txt,371b4c41af48dbc0ae7ef3333945f2f7a3ce168a5d86b334175ea7ed3c158de3,2163,PYBOSSA,999,15,fb3cec1c-a383-45cd-9112-f26c3054b4f6,4b9034dc-50d4-4bdb-9f79-6de0ba4bb678,2022-07-09 15:30:21.769638,2022-07-09 15:31:21.656743,59.887105,Language Specialist V4,T1.Q2,"The use of metaphorical language (e.g., metaphors of war, disease, infection, invasion, alien, decay, etc) is....",T1.Q2.A1,Extremely inappropriate,0d38baa0-0dbf-49a2-ad88-32511fa3ba65,4636b0da-a1b4-4cb0-b026-d47814c938ae,Extremely inappropriate,0,0,0,0,
Language2022_03_17_Training_v2,ac6e2782162927721b03846726b0087bd0e1d1305020e7ee56cbf4498272e410,157471f4-6239-40e7-9394-e0465d1c6e71,https://pe.goodlylabs.org/project/TrainingTask_Language/task/8436,4a73ff4a-017b-479d-b202-f0a99cf6b699,Covid2Articles/white-house-physician-president-trump-will-carry-out-duties_GS2022_06_22.txt,530711968,white-house-physician-president-trump-will-carry-out-duties.txt,371b4c41af48dbc0ae7ef3333945f2f7a3ce168a5d86b334175ea7ed3c158de3,2163,PYBOSSA,999,15,fb3cec1c-a383-45cd-9112-f26c3054b4f6,4b9034dc-50d4-4bdb-9f79-6de0ba4bb678,2022-07-09 15:30:21.769638,2022-07-09 15:31:21.656743,59.887105,Language Specialist V4,T1.Q3,How much does the exaggeration misrepresent reality?,T1.Q3.A1,Enormous misrepresentation,10d5bfec-ba55-4d7e-b3bd-6d9d73b91061,7cd102b4-4f9b-4f89-be8a-71a4f7a932c9,Enormous misrepresentation,0,0,0,0,
Language2022_03_17_Training_v2,ac6e2782162927721b03846726b0087bd0e1d1305020e7ee56cbf4498272e410,157471f4-6239-40e7-9394-e0465d1c6e71,https://pe.goodlylabs.org/project/TrainingTask_Language/task/8436,4a73ff4a-017b-479d-b202-f0a99cf6b699,Covid2Articles/white-house-physician-president-trump-will-carry-out-duties_GS2022_06_22.txt,530711968,white-house-physician-president-trump-will-carry-out-duties.txt,371b4c41af48dbc0ae7ef3333945f2f7a3ce168a5d86b334175ea7ed3c158de3,2163,PYBOSSA,999,15,fb3cec1c-a383-45cd-9112-f26c3054b4f6,4b9034dc-50d4-4bdb-9f79-6de0ba4bb678,2022-07-09 15:30:21.769638,2022-07-09 15:31:21.656743,59.887105,Language Specialist V4,T1.Q12,How misleading or otherwise problematic is the colorful language?,T1.Q12.A1,Very,749cd651-f1f6-4ac7-b665-6a17e4c88fdf,553b329f-0447-49c4-a2fc-fb6aefbf270e,Very,0,0,0,0,
Language2022_03_17_Training_v2,ac6e2782162927721b03846726b0087bd0e1d1305020e7ee56cbf4498272e410,157471f4-6239-40e7-9394-e0465d1c6e71,https://pe.goodlylabs.org/project/TrainingTask_Language/task/8436,4a73ff4a-017b-479d-b202-f0a99cf6b699,Covid2Articles/white-house-physician-president-trump-will-carry-out-duties_GS2022_06_22.txt,530711968,white-house-physician-president-trump-will-carry-out-duties.txt,371b4c41af48dbc0ae7ef3333945f2f7a3ce168a5d86b334175ea7ed3c158de3,2163,PYBOSSA,999,15,fb3cec1c-a383-45cd-9112-f26c3054b4f6,4b9034dc-50d4-4bdb-9f79-6de0ba4bb678,2022-07-09 15:30:21.769638,2022-07-09 15:31:21.656743,59.887105,Language Specialist V4,T1.Q14,"Does the bolded passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",T1.Q14.A1,Nope,d522dea5-0299-4c33-b7ed-5c8b3e00f1d2,c28273e6-0f1b-4dbc-9250-2702adbdd24e,Nope,0,0,0,0,
Language2022_03_17_Training_v2,ac6e2782162927721b03846726b0087bd0e1d1305020e7ee56cbf4498272e410,157471f4-6239-40e7-9394-e0465d1c6e71,https://pe.goodlylabs.org/project/TrainingTask_Language/task/8436,4a73ff4a-017b-479d-b202-f0a99cf6b699,Covid2Articles/white-house-physician-president-trump-will-carry-out-duties_GS2022_06_22.txt,530711968,white-house-physician-president-trump-will-carry-out-duties.txt,371b4c41af48dbc0ae7ef3333945f2f7a3ce168a5d86b334175ea7ed3c158de3,2163,PYBOSSA,999,15,6f8cba20-c076-4b97-a98c-40060b806048,c7ff3061-fdee-4c5b-b987-db06b2e18b10,2022-07-09 15:47:51.898553,2022-07-09 15:48:49.117046,57.218493,Language Specialist V4,T1.Q1,Which of the following appears in the bolded text to the left? Check all that apply and highlight each corresponding passage in the bolded text.,T1.Q1.A2,Exaggeration,b6db58d0-7d18-4644-96fb-3a2b813cf534,d6bce204-8e4c-4ed7-b34d-534b330c70e0,Exaggeration,1,2,1476,1484,Doomsday
Language2022_03_17_Training_v2,ac6e2782162927721b03846726b0087bd0e1d1305020e7ee56cbf4498272e410,157471f4-6239-40e7-9394-e0465d1c6e71,https://pe.goodlylabs.org/project/TrainingTask_Language/task/8436,4a73ff4a-017b-479d-b202-f0a99cf6b699,Covid2Articles/white-house-physician-president-trump-will-carry-out-duties_GS2022_06_22.txt,530711968,white-house-physician-president-trump-will-carry-out-duties.txt,371b4c41af48dbc0ae7ef3333945f2f7a3ce168a5d86b334175ea7ed3c158de3,2163,PYBOSSA,999,15,6f8cba20-c076-4b97-a98c-40060b806048,c7ff3061-fdee-4c5b-b987-db06b2e18b10,2022-07-09 15:47:51.898553,2022-07-09 15:48:49.117046,57.218493,Language Specialist V4,T1.Q1,Which of the following appears in the bolded text to the left? Check all that apply and highlight each corresponding passage in the bolded text.,T1.Q1.A2,Exaggeration,b6db58d0-7d18-4644-96fb-3a2b813cf534,d6bce204-8e4c-4ed7-b34d-534b330c70e0,Exaggeration,1,2,1605,1613,doomsday
Language2022_03_17_Training_v2,ac6e2782162927721b03846726b0087bd0e1d1305020e7ee56cbf4498272e410,157471f4-6239-40e7-9394-e0465d1c6e71,https://pe.goodlylabs.org/project/TrainingTask_Language/task/8436,4a73ff4a-017b-479d-b202-f0a99cf6b699,Covid2Articles/white-house-physician-president-trump-will-carry-out-duties_GS2022_06_22.txt,530711968,white-house-physician-president-trump-will-carry-out-duties.txt,371b4c41af48dbc0ae7ef3333945f2f7a3ce168a5d86b334175ea7ed3c158de3,2163,PYBOSSA,999,15,6f8cba20-c076-4b97-a98c-40060b806048,c7ff3061-fdee-4c5b-b987-db06b2e18b10,2022-07-09 15:47:51.898553,2022-07-09 15:48:49.117046,57.218493,Language Specialist V4,T1.Q1,Which of the following appears in the bolded text to the left? Check all that apply and highlight each corresponding passage in the bolded text.,T1.Q1.A7,Typos,c3922709-9e74-42ee-bc68-015da546174c,c27443eb-7e9f-43ef-8dd9-4060ca52f032,Typos,1,2,1614,1620,planes
Language2022_03_17_Training_v2,ac6e2782162927721b03846726b0087bd0e1d1305020e7ee56cbf4498272e410,157471f4-6239-40e7-9394-e0465d1c6e71,https://pe.goodlylabs.org/project/TrainingTask_Language/task/8436,4a73ff4a-017b-479d-b202-f0a99cf6b699,Covid2Articles/white-house-physician-president-trump-will-carry-out-duties_GS2022_06_22.txt,530711968,white-house-physician-president-trump-will-carry-out-duties.txt,371b4c41af48dbc0ae7ef3333945f2f7a3ce168a5d86b334175ea7ed3c158de3,2163,PYBOSSA,999,15,6f8cba20-c076-4b97-a98c-40060b806048,c7ff3061-fdee-4c5b-b987-db06b2e18b10,2022-07-09 15:47:51.898553,2022-07-09 15:48:49.117046,57.218493,Language Specialist V4,T1.Q1,Which of the following appears in the bolded text to the left? Check all that apply and highlight each corresponding passage in the bolded text.,T1.Q1.A7,Typos,c3922709-9e74-42ee-bc68-015da546174c,c27443eb-7e9f-43ef-8dd9-4060ca52f032,Typos,1,2,1485,1491,Planes
Language2022_03_17_Training_v2,ac6e2782162927721b03846726b0087bd0e1d1305020e7ee56cbf4498272e410,157471f4-6239-40e7-9394-e0465d1c6e71,https://pe.goodlylabs.org/project/TrainingTask_Language/task/8436,4a73ff4a-017b-479d-b202-f0a99cf6b699,Covid2Articles/white-house-physician-president-trump-will-carry-out-duties_GS2022_06_22.txt,530711968,white-house-physician-president-trump-will-carry-out-duties.txt,371b4c41af48dbc0ae7ef3333945f2f7a3ce168a5d86b334175ea7ed3c158de3,2163,PYBOSSA,999,15,6f8cba20-c076-4b97-a98c-40060b806048,c7ff3061-fdee-4c5b-b987-db06b2e18b10,2022-07-09 15:47:51.898553,2022-07-09 15:48:49.117046,57.218493,Language Specialist V4,T1.Q3,How much does the exaggeration misrepresent reality?,T1.Q3.A1,Enormous misrepresentation,10d5bfec-ba55-4d7e-b3bd-6d9d73b91061,9734a6a8-1c27-46dd-9fb7-d038da28e803,Enormous misrepresentation,0,0,0,0,
Language2022_03_17_Training_v2,ac6e2782162927721b03846726b0087bd0e1d1305020e7ee56cbf4498272e410,157471f4-6239-40e7-9394-e0465d1c6e71,https://pe.goodlylabs.org/project/TrainingTask_Language/task/8436,4a73ff4a-017b-479d-b202-f0a99cf6b699,Covid2Articles/white-house-physician-president-trump-will-carry-out-duties_GS2022_06_22.txt,530711968,white-house-physician-president-trump-will-carry-out-duties.txt,371b4c41af48dbc0ae7ef3333945f2f7a3ce168a5d86b334175ea7ed3c158de3,2163,PYBOSSA,999,15,6f8cba20-c076-4b97-a98c-40060b806048,c7ff3061-fdee-4c5b-b987-db06b2e18b10,2022-07-09 15:47:51.898553,2022-07-09 15:48:49.117046,57.218493,Language Specialist V4,T1.Q11,Do the errors in the writing make understanding the text difficult?,T1.Q11.A3,Somewhat,e4a9a6d1-a671-4cb7-a5fe-541a1edd9320,314bac7e-c865-497a-b823-aff84bb5f59f,Somewhat,0,0,0,0,
Language2022_03_17_Training_v2,ac6e2782162927721b03846726b0087bd0e1d1305020e7ee56cbf4498272e410,157471f4-6239-40e7-9394-e0465d1c6e71,https://pe.goodlylabs.org/project/TrainingTask_Language/task/8436,4a73ff4a-017b-479d-b202-f0a99cf6b699,Covid2Articles/white-house-physician-president-trump-will-carry-out-duties_GS2022_06_22.txt,530711968,white-house-physician-president-trump-will-carry-out-duties.txt,371b4c41af48dbc0ae7ef3333945f2f7a3ce168a5d86b334175ea7ed3c158de3,2163,PYBOSSA,999,15,6f8cba20-c076-4b97-a98c-40060b806048,c7ff3061-fdee-4c5b-b987-db06b2e18b10,2022-07-09 15:47:51.898553,2022-07-09 15:48:49.117046,57.218493,Language Specialist V4,T1.Q14,"Does the bolded passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",T1.Q14.A1,Nope,d522dea5-0299-4c33-b7ed-5c8b3e00f1d2,986719e5-4c28-46e5-a0ec-f987dc7cce23,Nope,0,0,0,0,
Language2022_03_17_Training_v2,ac6e2782162927721b03846726b0087bd0e1d1305020e7ee56cbf4498272e410,68f554d7-81cf-4316-ae57-8022beb7eeaa,https://pe.goodlylabs.org/project/TrainingTask_Language/task/8437,7c7c1fac-7227-4c50-9f20-1fa8c3f2be5c,Covid2Articles/chris-wallace-says-trump-arrived-at-debate-too-late-for-cor_GS2022_06_22.txt,530711971,chris-wallace-says-trump-arrived-at-debate-too-late-for-cor.txt,073eadd7575c1a8103f753d8100c5a3d16832c593924032a264b65543a1881fb,3153,PYBOSSA,999,14,31114f86-36dc-4f33-9f2f-a4cdc2bf1195,1051a104-2f6c-45f4-a74a-50755fc8e291,2022-06-30 23:48:25.488885,2022-06-30 23:52:26.477315,240.98843,Language Specialist V4,T1.Q1,Which of the following appears in the bolded text to the left? Check all that apply and highlight each corresponding passage in the bolded text.,T1.Q1.A1,Metaphorical Language,b7fc49d9-0b03-440d-bd81-fe0faf61d9ec,9766318c-8e77-4258-a53d-69b886b3a781,Metaphorical Language,1,1,3070,3094,"members in Trump\u2019s orbit"
Language2022_03_17_Training_v2,ac6e2782162927721b03846726b0087bd0e1d1305020e7ee56cbf4498272e410,68f554d7-81cf-4316-ae57-8022beb7eeaa,https://pe.goodlylabs.org/project/TrainingTask_Language/task/8437,7c7c1fac-7227-4c50-9f20-1fa8c3f2be5c,Covid2Articles/chris-wallace-says-trump-arrived-at-debate-too-late-for-cor_GS2022_06_22.txt,530711971,chris-wallace-says-trump-arrived-at-debate-too-late-for-cor.txt,073eadd7575c1a8103f753d8100c5a3d16832c593924032a264b65543a1881fb,3153,PYBOSSA,999,14,31114f86-36dc-4f33-9f2f-a4cdc2bf1195,1051a104-2f6c-45f4-a74a-50755fc8e291,2022-06-30 23:48:25.488885,2022-06-30 23:52:26.477315,240.98843,Language Specialist V4,T1.Q2,"The use of metaphorical language (e.g., metaphors of war, disease, infection, invasion, alien, decay, etc) is....",T1.Q2.A5,Not at all inappropriate,6fb51ba4-2980-4871-931c-86214e12b1fb,1ad49aba-2327-40e8-b313-e5b6b2a3e1b8,Not at all inappropriate,0,0,0,0,
Language2022_03_17_Training_v2,ac6e2782162927721b03846726b0087bd0e1d1305020e7ee56cbf4498272e410,68f554d7-81cf-4316-ae57-8022beb7eeaa,https://pe.goodlylabs.org/project/TrainingTask_Language/task/8437,7c7c1fac-7227-4c50-9f20-1fa8c3f2be5c,Covid2Articles/chris-wallace-says-trump-arrived-at-debate-too-late-for-cor_GS2022_06_22.txt,530711971,chris-wallace-says-trump-arrived-at-debate-too-late-for-cor.txt,073eadd7575c1a8103f753d8100c5a3d16832c593924032a264b65543a1881fb,3153,PYBOSSA,999,14,31114f86-36dc-4f33-9f2f-a4cdc2bf1195,1051a104-2f6c-45f4-a74a-50755fc8e291,2022-06-30 23:48:25.488885,2022-06-30 23:52:26.477315,240.98843,Language Specialist V4,T1.Q14,"Does the bolded passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",T1.Q14.A2,Good job!,c4b8493c-11b6-4f2d-ab9f-fefc62ff5da4,e2d9194f-2edf-4cda-be6d-606ea0525d7c,Good job!,1,1,3028,3151,"It is not immediately clear if any of the members in Trump\u2019s orbit were among the residents counted by Ohio state officials"
Language2022_03_17_Training_v2,ac6e2782162927721b03846726b0087bd0e1d1305020e7ee56cbf4498272e410,68f554d7-81cf-4316-ae57-8022beb7eeaa,https://pe.goodlylabs.org/project/TrainingTask_Language/task/8437,7c7c1fac-7227-4c50-9f20-1fa8c3f2be5c,Covid2Articles/chris-wallace-says-trump-arrived-at-debate-too-late-for-cor_GS2022_06_22.txt,530711971,chris-wallace-says-trump-arrived-at-debate-too-late-for-cor.txt,073eadd7575c1a8103f753d8100c5a3d16832c593924032a264b65543a1881fb,3153,PYBOSSA,999,14,2d8922b5-080e-4503-ab60-d3e213ea191e,686a17d1-83bd-4341-a816-0b45a444aef6,2022-07-01 07:48:02.938514,2022-07-01 07:52:54.238923,291.300409,Language Specialist V4,T1.Q1,Which of the following appears in the bolded text to the left? Check all that apply and highlight each corresponding passage in the bolded text.,T1.Q1.A14,Nothing wrong with the language,51795b94-7b59-476f-8c71-b13c790a136d,acd30795-6234-4811-9416-b60c5d26e2f8,Nothing wrong with the language,1,1,3028,3151,"It is not immediately clear if any of the members in Trump\u2019s orbit were among the residents counted by Ohio state officials"
Language2022_03_17_Training_v2,ac6e2782162927721b03846726b0087bd0e1d1305020e7ee56cbf4498272e410,68f554d7-81cf-4316-ae57-8022beb7eeaa,https://pe.goodlylabs.org/project/TrainingTask_Language/task/8437,7c7c1fac-7227-4c50-9f20-1fa8c3f2be5c,Covid2Articles/chris-wallace-says-trump-arrived-at-debate-too-late-for-cor_GS2022_06_22.txt,530711971,chris-wallace-says-trump-arrived-at-debate-too-late-for-cor.txt,073eadd7575c1a8103f753d8100c5a3d16832c593924032a264b65543a1881fb,3153,PYBOSSA,999,14,2d8922b5-080e-4503-ab60-d3e213ea191e,686a17d1-83bd-4341-a816-0b45a444aef6,2022-07-01 07:48:02.938514,2022-07-01 07:52:54.238923,291.300409,Language Specialist V4,T1.Q14,"Does the bolded passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",T1.Q14.A1,Nope,d522dea5-0299-4c33-b7ed-5c8b3e00f1d2,62d8cf37-c621-49a9-ae46-3c7dc6ccc329,Nope,0,0,0,0,
Language2022_03_17_Training_v2,ac6e2782162927721b03846726b0087bd0e1d1305020e7ee56cbf4498272e410,68f554d7-81cf-4316-ae57-8022beb7eeaa,https://pe.goodlylabs.org/project/TrainingTask_Language/task/8437,7c7c1fac-7227-4c50-9f20-1fa8c3f2be5c,Covid2Articles/chris-wallace-says-trump-arrived-at-debate-too-late-for-cor_GS2022_06_22.txt,530711971,chris-wallace-says-trump-arrived-at-debate-too-late-for-cor.txt,073eadd7575c1a8103f753d8100c5a3d16832c593924032a264b65543a1881fb,3153,PYBOSSA,999,14,760dc19b-b6ec-42e6-930c-e88198bc2270,80effd9f-1804-4747-a7e5-9d29e5186258,2022-07-01 14:29:43.504523,2022-07-01 14:45:15.265872,931.761349,Language Specialist V4,T1.Q1,Which of the following appears in the bolded text to the left? Check all that apply and highlight each corresponding passage in the bolded text.,T1.Q1.A1,Metaphorical Language,b7fc49d9-0b03-440d-bd81-fe0faf61d9ec,f0b3b5bd-4ec7-4ace-8c62-5700dabf02bc,Metaphorical Language,1,1,3078,3094,"in Trump\u2019s orbit"
Language2022_03_17_Training_v2,ac6e2782162927721b03846726b0087bd0e1d1305020e7ee56cbf4498272e410,68f554d7-81cf-4316-ae57-8022beb7eeaa,https://pe.goodlylabs.org/project/TrainingTask_Language/task/8437,7c7c1fac-7227-4c50-9f20-1fa8c3f2be5c,Covid2Articles/chris-wallace-says-trump-arrived-at-debate-too-late-for-cor_GS2022_06_22.txt,530711971,chris-wallace-says-trump-arrived-at-debate-too-late-for-cor.txt,073eadd7575c1a8103f753d8100c5a3d16832c593924032a264b65543a1881fb,3153,PYBOSSA,999,14,760dc19b-b6ec-42e6-930c-e88198bc2270,80effd9f-1804-4747-a7e5-9d29e5186258,2022-07-01 14:29:43.504523,2022-07-01 14:45:15.265872,931.761349,Language Specialist V4,T1.Q2,"The use of metaphorical language (e.g., metaphors of war, disease, infection, invasion, alien, decay, etc) is....",T1.Q2.A4,Mildly inappropriate,a29a015f-458f-49a5-adb7-ea5b9f3dee3b,a63d4aef-3218-48de-a751-5b37664346fb,Mildly inappropriate,0,0,0,0,
Language2022_03_17_Training_v2,ac6e2782162927721b03846726b0087bd0e1d1305020e7ee56cbf4498272e410,68f554d7-81cf-4316-ae57-8022beb7eeaa,https://pe.goodlylabs.org/project/TrainingTask_Language/task/8437,7c7c1fac-7227-4c50-9f20-1fa8c3f2be5c,Covid2Articles/chris-wallace-says-trump-arrived-at-debate-too-late-for-cor_GS2022_06_22.txt,530711971,chris-wallace-says-trump-arrived-at-debate-too-late-for-cor.txt,073eadd7575c1a8103f753d8100c5a3d16832c593924032a264b65543a1881fb,3153,PYBOSSA,999,14,760dc19b-b6ec-42e6-930c-e88198bc2270,80effd9f-1804-4747-a7e5-9d29e5186258,2022-07-01 14:29:43.504523,2022-07-01 14:45:15.265872,931.761349,Language Specialist V4,T1.Q14,"Does the bolded passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",T1.Q14.A1,Nope,d522dea5-0299-4c33-b7ed-5c8b3e00f1d2,f2f1ea89-91aa-42b2-93d6-68df4f62d351,Nope,0,0,0,0,
